Open,High,Low,Close,Volume,Ticker
7.5682,7.83,7.431,7.7655,106640,spyg
7.7918,7.9178,7.7358,7.801,210856,spyg
7.8548,7.9355,7.8098,7.8998,194708,spyg
8.0478,8.2025,8.0432,8.1442,84964,spyg
8.0365,8.0452,7.92,7.92,46424,spyg
7.9538,7.9712,7.7135,7.7262,67948,spyg
7.6262,7.7828,7.6262,7.7402,94388,spyg
7.7632,7.9062,7.6842,7.891,102360,spyg
7.891,8.0145,7.8502,7.8772,64796,spyg
7.8098,8.0902,7.8098,8.05,138196,spyg
8.05,8.2655,8.05,8.23,101988,spyg
8.2325,8.2655,8.169,8.2325,192944,spyg
8.1532,8.2427,7.8952,7.911,91940,spyg
7.94,7.9782,7.8348,7.9178,53212,spyg
7.794,7.967,7.7262,7.967,71180,spyg
7.9892,8.0365,7.9355,7.9712,89880,spyg
7.8502,7.8548,7.6125,7.6262,76676,spyg
7.8502,7.8548,7.6125,7.6262,76676,spyg
7.6865,7.6865,7.5455,7.6192,141436,spyg
7.6658,7.7005,7.5198,7.5335,114372,spyg
7.4058,7.5288,7.3725,7.4802,116244,spyg
7.524,7.552,7.1948,7.1968,72032,spyg
7.2445,7.4688,7.2198,7.4422,1412300,spyg
7.4129999999999985,7.444,7.285,7.364,143548,spyg
7.444,7.444,7.2038,7.2038,97968,spyg
7.1385,7.2338,7.069,7.1318,203644,spyg
6.9592,7.0085,6.755,6.769,146688,spyg
6.8668,6.8898,6.7325,6.7825,152280,spyg
